title,year,journal,authors,doi,url,source,collected_at
"Effects of moisture during incubation on green sea turtle (Chelonia mydas) development, morphology and performance",2021,Endangered Species Research,"BL Matthews, CR Gatto, RD Reina",10.3354/esr01159,https://doi.org/10.3354/esr01159,crossref,2025-10-09T13:42:54+00:00
Bolted Composite Repairs Subjected to Biaxial or Shear Loads,1986,Composite Materials: Testing and Design (Seventh Conference),"RE Bohlmann, GD Renieri, BL Riley",10.1520/stp35340s,https://doi.org/10.1520/stp35340s,crossref,2025-10-09T13:42:54+00:00
Increased erythrocyte phosphatidylserine exposure in sickle cell disease: flow-cytometric measurement and clinical associations,1996,Blood,"BL Wood, DF Gibson, JF Tait",10.1182/blood.v88.5.1873.bloodjournal8851873,https://doi.org/10.1182/blood.v88.5.1873.bloodjournal8851873,crossref,2025-10-09T13:42:54+00:00
Unilateral polycystic kidney disease,1978,American Journal of Roentgenology,"JK Lee, BL McClennan, JM Kissane",10.2214/ajr.130.6.1165,https://doi.org/10.2214/ajr.130.6.1165,crossref,2025-10-09T13:42:54+00:00
Mycobacteriosis in young freshwater crocodiles (Crocodylus johnstoni),1997,Australian Veterinary Journal,"E. ARIEL, PW LADDS, BL ROBERTS",10.1111/j.1751-0813.1997.tb15666.x,https://doi.org/10.1111/j.1751-0813.1997.tb15666.x,crossref,2025-10-09T13:42:54+00:00
"Physico-chemical conditions and distribution of phytoplankton in the Brass River, Nigeria",2006,Journal of Applied Sciences and Environmental Management,"BL Nyananyo, CU Okeke, SI Mensah",10.4314/jasem.v10i1.17302,https://doi.org/10.4314/jasem.v10i1.17302,crossref,2025-10-09T13:42:54+00:00
Oblique chest film: value in routine and selective use,1984,American Journal of Roentgenology,"JW Young, BL Andersen, JW Reinig",10.2214/ajr.142.1.69,https://doi.org/10.2214/ajr.142.1.69,crossref,2025-10-09T13:42:54+00:00
Effects of Cryptolepis sanguinoleta root extract in lipopolysaccharide – stimulated human primary monocytes,2007,Planta Medica,"OA Olajide, CW Wright, BL Fiebich",10.1055/s-2007-986859,https://doi.org/10.1055/s-2007-986859,crossref,2025-10-09T13:42:54+00:00
In vivo induction of proteins during therapy of hairy cell leukemia with alpha-interferon,1987,Blood,"BL Samuels, HM Golomb, BH Brownstein",10.1182/blood.v69.6.1570.bloodjournal6961570,https://doi.org/10.1182/blood.v69.6.1570.bloodjournal6961570,crossref,2025-10-09T13:42:54+00:00
Inhibition of Human Monoamine Oxidase A and B by beta-Carboline Alkaloids: Structure Activity Relationship Analysis,2010,Planta Medica,"ND Chaurasiya, I Muhammad, BL Tekwani",10.1055/s-0030-1251855,https://doi.org/10.1055/s-0030-1251855,crossref,2025-10-09T13:42:54+00:00
Both N- and C-terminal regions contribute to the assembly and functional expression of homo- and heteromultimeric voltage-gated K+ channels,1994,The Journal of Neuroscience,"WF Hopkins, V Demas, BL Tempel",10.1523/jneurosci.14-03-01385.1994,https://doi.org/10.1523/jneurosci.14-03-01385.1994,crossref,2025-10-09T13:42:54+00:00
Abstract: Petroleum Geology and Sequence Stratigraphy of the Upper Jurassic - Mid Cretaceous Goru - Sembar play in Pakistan and Rajasthan (India),1998,AAPG Bulletin,"Copestake, P.; Slatford, M.; and Bl",10.1306/1d9bdc8b-172d-11d7-8645000102c1865d,https://doi.org/10.1306/1d9bdc8b-172d-11d7-8645000102c1865d,crossref,2025-10-09T13:42:54+00:00
The binding of kappa- and sigma-opiates in rat brain,1982,The Journal of Neuroscience,"BL Wolozin, S Nishimura, GW Pasternak",10.1523/jneurosci.02-06-00708.1982,https://doi.org/10.1523/jneurosci.02-06-00708.1982,crossref,2025-10-09T13:42:54+00:00
Relationships between thrombopoiesis and erythropoiesis: with studies of the effects of preparations of thrombopoietin and erythropoietin,1976,Blood,"BL Evatt, JL Spivak, J Levin",10.1182/blood.v48.4.547.547,https://doi.org/10.1182/blood.v48.4.547.547,crossref,2025-10-09T13:42:54+00:00
"Assessment of health-related quality of life of chronic kidney disease patients in aminu kano teaching hospital, Kano",2020,Nigerian Journal of Clinical Practice,"BL Ademola, PN Obiagwu, A Aliyu",10.4103/njcp.njcp_589_19,https://doi.org/10.4103/njcp.njcp_589_19,crossref,2025-10-09T13:42:54+00:00
Taking the sting out of evaluation: rating scales for thesis examination,2008,South African Journal of Higher Education,"RM Albertyn, CA Kapp, BL Frick",10.4314/sajhe.v21i8.25771,https://doi.org/10.4314/sajhe.v21i8.25771,crossref,2025-10-09T13:42:54+00:00
Effects of Humidification of Inspired Gases with the Laryngeal Mask Airway,1994,Anesthesiology,"BL. OʼNeill, EP. Foley, A. Chang",10.1097/00000542-199409001-00052,https://doi.org/10.1097/00000542-199409001-00052,crossref,2025-10-09T13:42:54+00:00
Esophageal perforation: a nursing diagnosis approach,1988,Critical Care Nurse,"BL Willis, LF Thompson, JC Howard",10.4037/ccn1988.8.5.20,https://doi.org/10.4037/ccn1988.8.5.20,crossref,2025-10-09T13:42:54+00:00
An FDA perspective: Moving towards a more collaborative and responsive role in the device approval process,1996,Cardiovascular Pathology,"DB Abel, BL Lemperle, JW Karanlan",10.1016/1054-8807(96)80391-7,https://doi.org/10.1016/1054-8807(96)80391-7,crossref,2025-10-09T13:42:54+00:00
The effect of age and method of gas delivery on carbon dioxide euthanasia of pigs,2017,Animal Welfare,"MA Sutherland, PJ Bryer, BL Backus",10.7120/09627286.26.3.293,https://doi.org/10.7120/09627286.26.3.293,crossref,2025-10-09T13:42:54+00:00
Areolar and periareolar pityriasis versicolor,2004,Journal of the European Academy of Dermatology and Venereology,"BL Smith, EK Koestenblatt, JM Weinberg",10.1111/j.1468-3083.2004.01040.x,https://doi.org/10.1111/j.1468-3083.2004.01040.x,crossref,2025-10-09T13:42:54+00:00
Cost-Effectiveness of Breast Cancer Screening Program in the Republic of Kazakhstan,2018,Value in Health,"I Salikhanov, BL Crape, P Howie",10.1016/j.jval.2018.04.1139,https://doi.org/10.1016/j.jval.2018.04.1139,crossref,2025-10-09T13:42:54+00:00
Effects of aerobic exercise and drug therapy on blood pressure and antihypertensive drugs: a randomized controlled trial,2013,African Health Sciences,"FA Maruf, AO Akinpelu, BL Salako",10.4314/ahs.v13i1.1,https://doi.org/10.4314/ahs.v13i1.1,crossref,2025-10-09T13:42:54+00:00
Leaching Low-Level Radioactive Waste in Simulated Disposal Conditions,1989,Environmental Aspects of Stabilization and Solidification of Hazardous and Radioactive Wastes,"LP Buckley, NB Tosello, BL Woods",10.1520/stp22890s,https://doi.org/10.1520/stp22890s,crossref,2025-10-09T13:42:54+00:00
P73 Systematic review of the use of physical activity devices as an adjunct to pulmonary rehabilitation in patients with chronic obstructive pulmonary disease,2017,Pulmonary rehabilitation: walk this way,"BL Turner, M Kwok, AM Wilson",10.1136/thoraxjnl-2017-210983.215,https://doi.org/10.1136/thoraxjnl-2017-210983.215,crossref,2025-10-09T13:42:54+00:00
Role of nano-urea in enhancing growth and productivity of hybrid maize (Zea mays L.),2025,International Journal of Agriculture and Nutrition,"Bhagora D, Choudhary BL, Meena B",10.33545/26646064.2025.v7.i8b.277,https://doi.org/10.33545/26646064.2025.v7.i8b.277,crossref,2025-10-09T13:42:54+00:00
Angiogenic factors stimulate mast-cell migration,1995,Blood,"BL Gruber, MJ Marchese, R Kew",10.1182/blood.v86.7.2488.2488,https://doi.org/10.1182/blood.v86.7.2488.2488,crossref,2025-10-09T13:42:54+00:00
Secondary Electron Yield Curve for Liquid Water,1999,Microscopy and Microanalysis,"BL Thiel, DJ Stokes, D Phifer",10.1017/s1431927600014732,https://doi.org/10.1017/s1431927600014732,crossref,2025-10-09T13:42:54+00:00
Role of thrombolysis in resuscitation,2001,The Lancet,"Timothy BL Ho, Heather J Jefferson",10.1016/s0140-6736(01)06437-6,https://doi.org/10.1016/s0140-6736(01)06437-6,crossref,2025-10-09T13:42:54+00:00
Ureteric Stricture following Pediatric Dual En-Bloc Renal Transplantation,2018,International Journal of Transplantation Research and Medicine,"BL Phillips, CJ Forman, NR Banga",10.23937/2572-4045.1510035,https://doi.org/10.23937/2572-4045.1510035,crossref,2025-10-09T13:42:54+00:00
Noncontinuous use of angiotensin converting enzyme inhibitors in the treatment of experimental bone marrow transplant nephropathy,1997,Bone Marrow Transplantation,"JE Moulder, BL Fish, EP Cohen",10.1038/sj.bmt.1700732,https://doi.org/10.1038/sj.bmt.1700732,crossref,2025-10-09T13:42:54+00:00
The effects of propentofylline on rat bone,2000,Bone,"SA Kennedy, JA Schuijers, BL Grills",10.1016/s8756-3282(00)80133-7,https://doi.org/10.1016/s8756-3282(00)80133-7,crossref,2025-10-09T13:42:54+00:00
Comparison of hearing results between the averages of three and four speech frequencies in Type 3 Tympanoplasty,2011,Journal of Institute of Medicine Nepal,"BL Shrestha, U Gurung, H Bhattarai",10.59779/jiomnepal.433,https://doi.org/10.59779/jiomnepal.433,crossref,2025-10-09T13:42:54+00:00
LATE‐ONSET GM2 GANGLIOSIDOSIS PRESENTING AS BURNING DYSESTHESIAS,2002,Journal of the Peripheral Nervous System,"GCS Chow, JTR Clarke, BL. Banwell",10.1046/j.1529-8027.2002.2008_8.x,https://doi.org/10.1046/j.1529-8027.2002.2008_8.x,crossref,2025-10-09T13:42:54+00:00
Low Reporting of Negative Side Effects on the Step I and Step II NCEP Diets,1995,Journal of the American Dietetic Association,"BL Buck, BM Retzlaff, S Wallick",10.1016/s0002-8223(95)00677-x,https://doi.org/10.1016/s0002-8223(95)00677-x,crossref,2025-10-09T13:42:54+00:00
Labour characteristics among the Nepalese Indo-Aryan and Tibeto-Burman ethnic groups,2011,Journal of General Practice and Emergency Medicine of Nepal,"M Thapa, BL Manandhar, J Sharma",10.59284/jgpeman193,https://doi.org/10.59284/jgpeman193,crossref,2025-10-09T13:42:54+00:00
Manajemen Penanggulangan Tumpahan Minyak di Laut  Akibat dari Pengoperasian Kapal,2020,Majalah Ilmiah Gema Maritim,"BL Hentri Widodo, Eni Tri Wahyuni",10.37612/gema-maritim.v22i1.52,https://doi.org/10.37612/gema-maritim.v22i1.52,crossref,2025-10-09T13:42:54+00:00
Brief communication: Adult limb fractures in Tikur Anbessa Hospital caused by road traffic injuries: Half year plain radiographic pattern,2010,Ethiopian Journal of Health Development,"D Admassie, T Yirga, BL Wamisho",10.4314/ejhd.v24i1.65716,https://doi.org/10.4314/ejhd.v24i1.65716,crossref,2025-10-09T13:42:54+00:00
A Physical Testing Program for Stabilized Metal Hydroxide Sludges,1989,Environmental Aspects of Stabilization and Solidification of Hazardous and Radioactive Wastes,"BL Forslund, LJS Smith, WR Bergstrom",10.1520/stp22881s,https://doi.org/10.1520/stp22881s,crossref,2025-10-09T13:42:54+00:00
Upper and Lower Bound Crystal Plastic Modelling of Creep Loci of Zircaloy,1987,Zirconium in the Nuclear Industry,"KL Murty, ST Mahmood, BL Adams",10.1520/stp28111s,https://doi.org/10.1520/stp28111s,crossref,2025-10-09T13:42:54+00:00
Analysis of Irradiation Growth and Multiaxial Deformation Behavior of Nuclear Fuel Cladding,1979,Zirconium in the Nuclear Industry,"GS Clevinger, BL Adams, KL Murty",10.1520/stp36680s,https://doi.org/10.1520/stp36680s,crossref,2025-10-09T13:42:54+00:00
In-vitro-Untersuchungen zur entzündungshemmenden Wirkung von Eupatorium perfoliatum (EP),2006,Zeitschrift für Phytotherapie,"C Nauert, C Bentley, BL Fiebich",10.1055/s-2006-954930,https://doi.org/10.1055/s-2006-954930,crossref,2025-10-09T13:42:54+00:00
Botanical Control of Late Blight of Potato,1970,Nepal Journal of Science and Technology,"BL Maharjan, K Shreshta, S Basnyat",10.3126/njst.v11i0.4087,https://doi.org/10.3126/njst.v11i0.4087,crossref,2025-10-09T13:42:54+00:00
The Physico-chemistry and Distribution of Water Hyacinth (&lt;i&gt;Eichhornia cressipes&lt;/i&gt;) on the river Nun in the Niger Nelta,2010,Journal of Applied Sciences and Environmental Management,"BL Nyananyo, AH Gijo, EN Ogamba",10.4314/jasem.v11i3.55158,https://doi.org/10.4314/jasem.v11i3.55158,crossref,2025-10-09T13:42:54+00:00
Electron microscopy of oriented high-density polyethylene: Comparison with small-angle X-ray scattering,1984,Colloid &amp; Polymer Science,"G. Bl�chl, A. J. Owen",10.1007/bf01451709,https://doi.org/10.1007/bf01451709,crossref,2025-10-09T13:42:54+00:00
Effect of surface material on plantar pressure/shear patterns,1995,Gait &amp; Posture,"JE Perry, BL Davis, JO Hall",10.1016/0966-6362(95)93482-r,https://doi.org/10.1016/0966-6362(95)93482-r,crossref,2025-10-09T13:42:54+00:00
Analyse der molekularen und zellulären Interaktionen zwischen Adipozyten und Endothelzellen,2007,Aktuelle Ernährungsmedizin,"I Mack, BL Bader, H Hauner",10.1055/s-2007-992278,https://doi.org/10.1055/s-2007-992278,crossref,2025-10-09T13:42:54+00:00
The Effects of Water Stress on the Incidence and Severity of Paspalum Leaf Blight and on Ascochyta Paspali.,1993,Australasian Plant Pathology,"TB Morley, BL Williams, TV Price",10.1071/app9930105,https://doi.org/10.1071/app9930105,crossref,2025-10-09T13:42:54+00:00
Rootstock-scion interactions of selected Annona species,2009,Journal of the National Science Foundation of Sri Lanka,"HMS Heenkenda, BL Gunathilaka, JP Iswara",10.4038/jnsfsr.v37i1.460,https://doi.org/10.4038/jnsfsr.v37i1.460,crossref,2025-10-09T13:42:54+00:00
"Caloric restriction, hormesis and life history plasticity",2000,Human &amp; Experimental Toxicology,"T BL Kirkwood, D P Shanley",10.1191/096032700678816025,https://doi.org/10.1191/096032700678816025,crossref,2025-10-09T13:42:54+00:00
Development of ganglion cell topography in ferret retina,1988,The Journal of Neuroscience,"Z Henderson, BL Finlay, KC Wikler",10.1523/jneurosci.08-04-01194.1988,https://doi.org/10.1523/jneurosci.08-04-01194.1988,crossref,2025-10-09T13:42:54+00:00
Unipolar versus Bipolar Hemiarthroplasty for Displaced Femoral Neck Fractures in the Elderly: Is There a Difference?,2015,"Annals of the Academy of Medicine, Singapore","Dennis ZW Ng, Kevin BL Lee",10.47102/annals-acadmedsg.v44n6p197,https://doi.org/10.47102/annals-acadmedsg.v44n6p197,crossref,2025-10-09T13:42:54+00:00
Distinct variants of erythrocyte protein 4.1 inherited in linkage with elliptocytosis and Rh type in three white families,1988,Blood,"M McGuire, BL Smith, P Agre",10.1182/blood.v72.1.287.287,https://doi.org/10.1182/blood.v72.1.287.287,crossref,2025-10-09T13:42:54+00:00
CT diagnosis of renal artery injury caused by blunt abdominal trauma,1989,American Journal of Roentgenology,"AR Lupetin, BL Mainwaring, RH Daffner",10.2214/ajr.153.5.1065,https://doi.org/10.2214/ajr.153.5.1065,crossref,2025-10-09T13:42:54+00:00
A Problem of Hydrocarbon Profile Modification by Charcoal,1989,Journal of Forensic Sciences,"JS Buckleton, BL Bettany, KAJ Walsh",10.1520/jfs12655j,https://doi.org/10.1520/jfs12655j,crossref,2025-10-09T13:42:54+00:00
Physical and Statistical Models for Bulking of Sand,1990,Geotechnical Testing Journal,"DL Neema, AN Patel, BL Sharda",10.1520/gtj10702j,https://doi.org/10.1520/gtj10702j,crossref,2025-10-09T13:42:54+00:00
Conséquences de l'hypertrophie musculaire héréditaire des bovins sur la musculature,1974,Genetics Selection Evolution,"R Boccard, BL Dumont, A Talmant",10.1186/1297-9686-6-2-177,https://doi.org/10.1186/1297-9686-6-2-177,crossref,2025-10-09T13:42:54+00:00
American dental hygienists' attitudes towards chairside medical screening in a dental setting,2016,International Journal of Dental Hygiene,"BL Greenberg, ML Kantor, H Bednarsh",10.1111/idh.12217,https://doi.org/10.1111/idh.12217,crossref,2025-10-09T13:42:54+00:00
Transient membrane hyperpolarizations due to spontaneous fluctuations of the cytosolic Ca2+ in osteoblast-like cells,1992,Pfl�gers Archiv European Journal of Physiology,"Hans Scher�bl, J�rgen Hescheler",10.1007/bf00378650,https://doi.org/10.1007/bf00378650,crossref,2025-10-09T13:42:54+00:00
Evaluation of the two-stage flexor-tendon reconstruction in severely damaged digits,1976,The Journal of Bone &amp; Joint Surgery,"SL Weinstein, BL Sprague, AE Flatt",10.2106/00004623-197658060-00007,https://doi.org/10.2106/00004623-197658060-00007,crossref,2025-10-09T13:42:54+00:00
The effect of intensity of daylight on egg production of fowls in cages.,1954,Australian Journal of Agricultural Research,"F Skaller, TE Allen, BL Sheldon",10.1071/ar9540578,https://doi.org/10.1071/ar9540578,crossref,2025-10-09T13:42:54+00:00
California Liaison Committee for Podiatric Medical Education and Training,1996,Journal of the American Podiatric Medical Association,"FJ Medio, R Stess, BL Naylor",10.7547/87507315-86-8-364,https://doi.org/10.7547/87507315-86-8-364,crossref,2025-10-09T13:42:54+00:00
"A comparative study of concurrent infections of rickettsial infection, Malaria, Typhoid, and Chikungunya with Dengue",2019,APIK Journal of Internal Medicine,"Vasantha Kamath, Shreyashi Ganguly, BL Avinash",10.4103/ajim.ajim_3_19,https://doi.org/10.4103/ajim.ajim_3_19,crossref,2025-10-09T13:42:54+00:00
Locomotion in a rotating space station: a synthesis of new data with established concepts,1994,Gait &amp; Posture,"BL Davis, PR Cavanagh, JE Perry",10.1016/0966-6362(94)90003-5,https://doi.org/10.1016/0966-6362(94)90003-5,crossref,2025-10-09T13:42:54+00:00
G481(P) Insights into factors affecting childhood obesity in united kingdom migrants of south asian origin,2015,Archives of Disease in Childhood,"LMC Burland, H Hassanzadeh, BL Green",10.1136/archdischild-2015-308599.435,https://doi.org/10.1136/archdischild-2015-308599.435,crossref,2025-10-09T13:42:54+00:00
Minimally invasive direct coronary artery bypass graft surgery. Introduction for critical care nurses,1997,Critical Care Nurse,"JL Mizell, BL Maglish, RG Matheny",10.4037/ccn1997.17.3.46,https://doi.org/10.4037/ccn1997.17.3.46,crossref,2025-10-09T13:42:54+00:00
Electron Back-Scattered Diffraction Characterization of Microstructures in Dynamically Deformed Pb-Sn Solder,2007,Microscopy and Microanalysis,"LN Brewer, BL Boyce, MJ Perricone",10.1017/s1431927607074016,https://doi.org/10.1017/s1431927607074016,crossref,2025-10-09T13:42:54+00:00
Book review,1960,Vegetatio,"J. Lebrun, Ernst Furrer, Br. Bl.",10.1007/bf02917036,https://doi.org/10.1007/bf02917036,crossref,2025-10-09T13:42:54+00:00
Variations in residues of persistent organic pollutants in a platypus (Ornythorhynchus anatinus) at consecutive samplings,2002,Australian Veterinary Journal,"BL MUNDAY, NJ STEWART, A SÖDERGREN",10.1111/j.1751-0813.2002.tb10849.x,https://doi.org/10.1111/j.1751-0813.2002.tb10849.x,crossref,2025-10-09T13:42:54+00:00
Transient mode-III problem of the elastic matrix with a line inclusion,2024,Mathematics and Mechanics of Solids,"YS Wang, BL Wang, KF Wang",10.1177/10812865241262491,https://doi.org/10.1177/10812865241262491,crossref,2025-10-09T13:42:54+00:00
Genotypic differences in the hepatitis B virus core promoter and precore sequences during seroconversion from HBeAg to anti-HBe,2000,Journal of Medical Virology,"Jonas Bl�ckberg, Karin Kidd-Ljunggren",10.1002/(sici)1096-9071(200002)60:2<107::aid-jmv1>3.0.co;2-t,https://doi.org/10.1002/(sici)1096-9071(200002)60:2<107::aid-jmv1>3.0.co;2-t,crossref,2025-10-09T13:42:54+00:00
